Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps,Cost_Limit
111,Two Wheelers,2,5,18,18,40000.0,20000000,[40000.0],[40000.0],600.0
112,Two Wheelers,5,5,7,7,40000.0,20000000,[40000.0],[40000.0],600.0
113,Two Wheelers,4,5,9,9,40000.0,20000000,[40000.0],[40000.0],600.0
114,Two Wheelers,1,5,13,13,40000.0,20000000,[40000.0],[40000.0],600.0
115,Two Wheelers,2,5,11,11,40000.0,20000000,[40000.0],[40000.0],600.0
116,Two Wheelers,5,5,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
117,Two Wheelers,4,5,15,15,40000.0,20000000,[40000.0],[40000.0],600.0
118,Two Wheelers,1,5,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
119,Two Wheelers,5,5,14,14,40000.0,20000000,[40000.0],[40000.0],600.0
120,Two Wheelers,5,6,16,16,40000.0,20000000,[40000.0],[40000.0],600.0
121,Two Wheelers,2,6,19,19,40000.0,20000000,[40000.0],[40000.0],600.0
122,Two Wheelers,1,6,13,13,40000.0,20000000,[40000.0],[40000.0],600.0
123,Two Wheelers,2,6,8,8,40000.0,20000000,[40000.0],[40000.0],600.0
124,Two Wheelers,2,6,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
125,Two Wheelers,2,6,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
126,Two Wheelers,5,6,17,17,40000.0,20000000,[40000.0],[40000.0],600.0
127,Two Wheelers,1,6,10,10,40000.0,20000000,[40000.0],[40000.0],600.0
128,Two Wheelers,5,6,8,8,40000.0,20000000,[40000.0],[40000.0],600.0
129,Two Wheelers,4,6,7,7,40000.0,20000000,[40000.0],[40000.0],600.0
130,Two Wheelers,1,7,10,10,40000.0,20000000,[40000.0],[40000.0],600.0
131,Two Wheelers,2,7,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
132,Two Wheelers,1,7,15,15,40000.0,20000000,[40000.0],[40000.0],600.0
133,Two Wheelers,5,7,18,18,40000.0,20000000,[40000.0],[40000.0],600.0
134,Two Wheelers,1,7,14,14,40000.0,20000000,[40000.0],[40000.0],600.0
135,Two Wheelers,4,7,12,12,40000.0,20000000,[40000.0],[40000.0],600.0
136,Two Wheelers,5,7,18,18,40000.0,20000000,[40000.0],[40000.0],600.0
137,Two Wheelers,3,7,8,8,40000.0,20000000,[40000.0],[40000.0],600.0
138,Two Wheelers,5,7,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
139,Two Wheelers,4,7,6,6,40000.0,20000000,[40000.0],[40000.0],600.0
