Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps,Cost_Limit
91,Two Wheelers,4,3,16,16,15000.0,20000000,[15000.0],[15000.0],600.0
92,Two Wheelers,5,3,12,12,15000.0,20000000,[15000.0],[15000.0],600.0
93,Two Wheelers,2,3,4,4,15000.0,20000000,[15000.0],[15000.0],600.0
94,Two Wheelers,1,3,14,14,15000.0,20000000,[15000.0],[15000.0],600.0
95,Two Wheelers,4,3,18,18,15000.0,20000000,[15000.0],[15000.0],600.0
96,Two Wheelers,2,3,13,13,15000.0,20000000,[15000.0],[15000.0],600.0
97,Two Wheelers,5,3,2,2,15000.0,20000000,[15000.0],[15000.0],600.0
98,Two Wheelers,3,3,1,1,15000.0,20000000,[15000.0],[15000.0],600.0
99,Two Wheelers,4,3,13,13,15000.0,20000000,[15000.0],[15000.0],600.0
100,Two Wheelers,1,4,12,12,15000.0,20000000,[15000.0],[15000.0],600.0
101,Two Wheelers,1,4,14,14,15000.0,20000000,[15000.0],[15000.0],600.0
102,Two Wheelers,5,4,7,7,15000.0,20000000,[15000.0],[15000.0],600.0
103,Two Wheelers,2,4,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
104,Two Wheelers,5,4,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
105,Two Wheelers,4,4,14,14,15000.0,20000000,[15000.0],[15000.0],600.0
106,Two Wheelers,2,4,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
107,Two Wheelers,1,4,13,13,15000.0,20000000,[15000.0],[15000.0],600.0
108,Two Wheelers,4,4,3,3,15000.0,20000000,[15000.0],[15000.0],600.0
109,Two Wheelers,4,4,19,19,15000.0,20000000,[15000.0],[15000.0],600.0
110,Two Wheelers,3,5,18,18,15000.0,20000000,[15000.0],[15000.0],600.0
111,Two Wheelers,1,5,12,12,15000.0,20000000,[15000.0],[15000.0],600.0
112,Two Wheelers,3,5,13,13,15000.0,20000000,[15000.0],[15000.0],600.0
113,Two Wheelers,5,5,10,10,15000.0,20000000,[15000.0],[15000.0],600.0
114,Two Wheelers,5,5,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
115,Two Wheelers,4,5,17,17,15000.0,20000000,[15000.0],[15000.0],600.0
116,Two Wheelers,3,5,19,19,15000.0,20000000,[15000.0],[15000.0],600.0
117,Two Wheelers,4,5,14,14,15000.0,20000000,[15000.0],[15000.0],600.0
118,Two Wheelers,4,5,21,21,15000.0,20000000,[15000.0],[15000.0],600.0
119,Two Wheelers,4,5,7,7,15000.0,20000000,[15000.0],[15000.0],600.0
120,Two Wheelers,5,6,8,8,15000.0,20000000,[15000.0],[15000.0],600.0
121,Two Wheelers,3,6,10,10,15000.0,20000000,[15000.0],[15000.0],600.0
122,Two Wheelers,2,6,13,13,15000.0,20000000,[15000.0],[15000.0],600.0
123,Two Wheelers,1,6,8,8,15000.0,20000000,[15000.0],[15000.0],600.0
124,Two Wheelers,4,6,4,4,15000.0,20000000,[15000.0],[15000.0],600.0
125,Two Wheelers,4,6,2,2,15000.0,20000000,[15000.0],[15000.0],600.0
126,Two Wheelers,1,6,15,15,15000.0,20000000,[15000.0],[15000.0],600.0
127,Two Wheelers,1,6,2,2,15000.0,20000000,[15000.0],[15000.0],600.0
128,Two Wheelers,2,6,6,6,15000.0,20000000,[15000.0],[15000.0],600.0
129,Two Wheelers,1,6,10,10,15000.0,20000000,[15000.0],[15000.0],600.0
130,Two Wheelers,3,7,19,19,15000.0,20000000,[15000.0],[15000.0],600.0
131,Two Wheelers,5,7,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
132,Two Wheelers,5,7,5,5,15000.0,20000000,[15000.0],[15000.0],600.0
133,Two Wheelers,4,7,3,3,15000.0,20000000,[15000.0],[15000.0],600.0
134,Two Wheelers,3,7,0,0,15000.0,20000000,[15000.0],[15000.0],600.0
135,Two Wheelers,4,7,10,10,15000.0,20000000,[15000.0],[15000.0],600.0
136,Two Wheelers,5,7,2,2,15000.0,20000000,[15000.0],[15000.0],600.0
137,Two Wheelers,3,7,9,9,15000.0,20000000,[15000.0],[15000.0],600.0
138,Two Wheelers,1,7,19,19,15000.0,20000000,[15000.0],[15000.0],600.0
139,Two Wheelers,4,7,4,4,15000.0,20000000,[15000.0],[15000.0],600.0
