Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps,Cost_Limit
2006,Two Wheelers,3,3,8,9,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2007,Two Wheelers,3,3,10,13,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2008,Two Wheelers,4,3,15,18,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2009,Two Wheelers,2,3,18,19,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2010,Two Wheelers,4,3,12,15,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2011,Two Wheelers,3,3,17,20,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2012,Two Wheelers,2,3,20,23,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2013,Two Wheelers,3,3,12,15,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2014,Two Wheelers,3,3,14,20,4392.6022956,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2015,Two Wheelers,3,3,7,8,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2016,Two Wheelers,1,3,6,9,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2017,Two Wheelers,3,3,21,23,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2018,Two Wheelers,3,3,8,9,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2019,Two Wheelers,3,3,6,8,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2020,Two Wheelers,1,4,6,8,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2021,Two Wheelers,2,4,11,14,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2022,Two Wheelers,3,4,6,8,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2023,Two Wheelers,3,4,18,20,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2024,Two Wheelers,2,4,11,13,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2025,Two Wheelers,3,4,16,19,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2026,Two Wheelers,2,4,3,6,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2027,Two Wheelers,1,4,9,11,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2028,Two Wheelers,3,4,9,11,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2029,Two Wheelers,1,4,12,16,4392.6022956,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2030,Two Wheelers,1,4,11,13,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2031,Two Wheelers,2,4,7,9,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2032,Two Wheelers,2,4,18,21,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2033,Two Wheelers,3,4,17,18,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2034,Two Wheelers,3,4,12,14,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2035,Two Wheelers,2,4,9,11,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2036,Two Wheelers,3,4,9,12,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2037,Two Wheelers,3,4,15,17,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2038,Two Wheelers,4,4,11,12,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2039,Two Wheelers,3,4,6,7,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2040,Two Wheelers,3,5,13,14,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2041,Two Wheelers,2,5,11,13,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2042,Two Wheelers,1,5,5,7,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2043,Two Wheelers,2,5,16,20,4392.6022956,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2044,Two Wheelers,3,5,12,14,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2045,Two Wheelers,2,5,10,12,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2046,Two Wheelers,2,5,19,21,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2047,Two Wheelers,1,5,15,17,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2048,Two Wheelers,4,5,12,13,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2049,Two Wheelers,2,5,18,19,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2050,Two Wheelers,2,5,18,21,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2051,Two Wheelers,2,5,10,12,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2052,Two Wheelers,1,5,15,16,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2053,Two Wheelers,4,5,13,16,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2054,Two Wheelers,1,5,7,8,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2055,Two Wheelers,1,5,7,9,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2056,Two Wheelers,3,5,8,9,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2057,Two Wheelers,2,5,9,11,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2058,Two Wheelers,1,5,5,8,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2059,Two Wheelers,2,5,8,10,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2060,Two Wheelers,3,6,6,8,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2061,Two Wheelers,2,6,0,1,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2062,Two Wheelers,1,6,8,10,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2063,Two Wheelers,2,6,13,15,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2064,Two Wheelers,3,6,10,11,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2065,Two Wheelers,1,6,8,11,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2066,Two Wheelers,1,6,4,6,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2067,Two Wheelers,2,6,7,11,4392.6022956,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2068,Two Wheelers,2,6,9,10,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2069,Two Wheelers,2,6,19,22,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2070,Two Wheelers,2,6,7,10,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2071,Two Wheelers,4,6,12,13,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2072,Two Wheelers,1,6,13,16,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2073,Two Wheelers,3,6,13,14,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2074,Two Wheelers,1,6,9,10,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2075,Two Wheelers,4,6,4,5,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2076,Two Wheelers,2,6,8,9,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2077,Two Wheelers,1,6,19,20,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2078,Two Wheelers,1,6,9,10,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2079,Two Wheelers,1,6,10,12,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2080,Two Wheelers,1,7,11,12,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2081,Two Wheelers,1,7,12,14,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2082,Two Wheelers,3,7,7,13,4392.6022956,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2083,Two Wheelers,3,7,6,11,4392.6022956,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2084,Two Wheelers,3,7,10,12,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2085,Two Wheelers,1,7,12,16,4392.6022956,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2086,Two Wheelers,1,7,14,15,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2087,Two Wheelers,1,7,8,10,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2088,Two Wheelers,3,7,9,14,4392.6022956,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2089,Two Wheelers,4,7,9,10,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2090,Two Wheelers,3,7,18,22,4392.6022956,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2091,Two Wheelers,2,7,19,22,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2092,Two Wheelers,2,7,11,12,4392.6022956,20000000,[0; 0],[15000; 15000],600.0
2093,Two Wheelers,2,7,8,11,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2094,Two Wheelers,3,7,9,11,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2095,Two Wheelers,1,7,7,9,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2096,Two Wheelers,3,7,3,6,4392.6022956,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2097,Two Wheelers,1,7,5,7,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2098,Two Wheelers,2,7,14,16,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2099,Two Wheelers,2,7,8,10,4392.6022956,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2100,Four Wheelers,1,1,13,20,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2101,Four Wheelers,3,1,13,16,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2102,Four Wheelers,3,1,10,18,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2103,Four Wheelers,2,1,12,18,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2104,Four Wheelers,3,1,10,21,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2105,Four Wheelers,3,1,12,15,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2106,Four Wheelers,1,1,12,18,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2107,Four Wheelers,2,1,11,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2108,Four Wheelers,2,1,13,23,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2109,Four Wheelers,1,1,11,13,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2110,Four Wheelers,2,1,11,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2111,Four Wheelers,2,1,12,22,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2112,Four Wheelers,2,1,10,15,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2113,Four Wheelers,1,1,10,22,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2114,Four Wheelers,3,1,12,23,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2115,Four Wheelers,1,1,15,19,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2116,Four Wheelers,1,1,12,16,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2117,Four Wheelers,2,1,9,11,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2118,Four Wheelers,2,1,12,16,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2119,Four Wheelers,1,1,13,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2120,Four Wheelers,3,2,11,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2121,Four Wheelers,2,2,13,16,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2122,Four Wheelers,3,2,15,16,8906.823873,20000000,[0; 0],[15000; 15000],600.0
2123,Four Wheelers,1,2,11,23,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2124,Four Wheelers,2,2,10,14,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2125,Four Wheelers,2,2,16,20,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2126,Four Wheelers,1,2,12,14,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2127,Four Wheelers,2,2,10,15,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2128,Four Wheelers,1,2,12,21,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2129,Four Wheelers,3,2,11,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2130,Four Wheelers,2,2,13,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2131,Four Wheelers,2,2,12,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2132,Four Wheelers,3,2,15,20,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2133,Four Wheelers,1,2,10,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2134,Four Wheelers,1,2,14,15,8906.823873,20000000,[0; 0],[15000; 15000],600.0
2135,Four Wheelers,3,2,13,15,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2136,Four Wheelers,1,2,13,22,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2137,Four Wheelers,3,2,10,14,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2138,Four Wheelers,1,2,11,14,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2139,Four Wheelers,4,2,12,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2140,Four Wheelers,1,3,10,20,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2141,Four Wheelers,3,3,14,17,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2142,Four Wheelers,3,3,12,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2143,Four Wheelers,1,3,14,20,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2144,Four Wheelers,3,3,10,13,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2145,Four Wheelers,4,3,11,14,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2146,Four Wheelers,1,3,12,20,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2147,Four Wheelers,3,3,7,12,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2148,Four Wheelers,1,3,9,10,8906.823873,20000000,[0; 0],[15000; 15000],600.0
2149,Four Wheelers,3,3,11,21,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2150,Four Wheelers,2,3,11,18,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2151,Four Wheelers,4,3,12,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2152,Four Wheelers,1,3,14,17,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2153,Four Wheelers,2,3,11,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2154,Four Wheelers,2,3,15,16,8906.823873,20000000,[0; 0],[15000; 15000],600.0
2155,Four Wheelers,1,3,14,18,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2156,Four Wheelers,4,3,12,21,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2157,Four Wheelers,1,3,13,15,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2158,Four Wheelers,3,3,14,16,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2159,Four Wheelers,2,3,11,18,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2160,Four Wheelers,3,4,9,12,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2161,Four Wheelers,3,4,11,16,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2162,Four Wheelers,3,4,14,18,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2163,Four Wheelers,1,4,12,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2164,Four Wheelers,1,4,12,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2165,Four Wheelers,1,4,12,17,8906.823873,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
2166,Four Wheelers,2,4,13,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2167,Four Wheelers,1,4,13,14,8906.823873,20000000,[0; 0],[15000; 15000],600.0
2168,Four Wheelers,1,4,11,14,8906.823873,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
2169,Four Wheelers,4,4,11,15,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2170,Four Wheelers,3,4,12,23,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2171,Four Wheelers,2,4,13,17,8906.823873,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
2172,Four Wheelers,3,4,14,22,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2173,Four Wheelers,1,4,13,22,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2174,Four Wheelers,2,4,10,19,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
2175,Four Wheelers,1,4,13,15,8906.823873,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
2176,Four Wheelers,2,4,11,23,8906.823873,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
