Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps,Cost_Limit
20,4 Wheelers,5,3,3,18,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
21,4 Wheelers,1,3,2,15,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
22,4 Wheelers,1,3,0,5,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
23,4 Wheelers,5,3,1,7,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
24,4 Wheelers,2,3,2,6,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
25,4 Wheelers,5,3,2,7,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
26,4 Wheelers,4,3,1,6,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
27,4 Wheelers,2,3,4,9,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
28,4 Wheelers,5,3,0,16,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
29,4 Wheelers,3,3,3,7,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
30,4 Wheelers,2,4,2,7,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
31,4 Wheelers,1,4,2,5,50000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
32,4 Wheelers,3,4,4,10,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
33,4 Wheelers,1,4,1,9,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
34,4 Wheelers,4,4,3,8,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
35,4 Wheelers,1,4,2,12,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
36,4 Wheelers,1,4,1,6,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
37,4 Wheelers,2,4,2,13,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
38,4 Wheelers,3,4,0,6,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
39,4 Wheelers,4,4,2,11,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
40,4 Wheelers,1,5,1,13,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
41,4 Wheelers,2,5,0,11,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
42,4 Wheelers,3,5,2,6,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
43,4 Wheelers,5,5,1,8,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
44,4 Wheelers,3,5,1,8,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
45,4 Wheelers,2,5,1,4,50000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
46,4 Wheelers,1,5,1,13,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
47,4 Wheelers,5,5,1,9,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
48,4 Wheelers,4,5,2,12,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
49,4 Wheelers,4,5,2,6,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
50,4 Wheelers,3,6,3,9,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
51,4 Wheelers,2,6,2,10,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
52,4 Wheelers,3,6,1,6,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
53,4 Wheelers,1,6,2,7,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
54,4 Wheelers,5,6,2,10,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
55,4 Wheelers,2,6,1,8,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
56,4 Wheelers,5,6,0,8,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
57,4 Wheelers,4,6,1,7,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
58,4 Wheelers,5,6,3,6,50000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
59,4 Wheelers,2,6,1,5,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
60,4 Wheelers,3,7,1,8,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
61,4 Wheelers,2,7,1,10,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
62,4 Wheelers,3,7,2,5,50000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
63,4 Wheelers,3,7,1,11,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
64,4 Wheelers,2,7,1,10,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
65,4 Wheelers,3,7,2,13,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
66,4 Wheelers,2,7,2,11,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
67,4 Wheelers,5,7,1,5,50000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
68,4 Wheelers,5,7,1,16,50000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
69,4 Wheelers,4,7,2,7,50000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
70,Two Wheelers,4,1,18,20,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
71,Two Wheelers,5,1,18,20,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
72,Two Wheelers,5,1,9,11,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
73,Two Wheelers,3,1,14,17,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
74,Two Wheelers,3,1,0,2,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
75,Two Wheelers,2,1,15,18,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
76,Two Wheelers,3,1,5,10,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
77,Two Wheelers,4,1,2,5,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
78,Two Wheelers,3,1,8,12,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
79,Two Wheelers,4,1,6,9,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
80,Two Wheelers,4,2,0,4,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
81,Two Wheelers,5,2,10,13,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
82,Two Wheelers,2,2,6,8,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
83,Two Wheelers,2,2,11,13,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
84,Two Wheelers,5,2,17,20,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
85,Two Wheelers,2,2,8,11,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
86,Two Wheelers,3,2,11,14,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
87,Two Wheelers,4,2,1,6,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
88,Two Wheelers,5,2,5,8,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
89,Two Wheelers,2,2,1,5,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
90,Two Wheelers,4,3,0,5,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
91,Two Wheelers,4,3,7,10,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
92,Two Wheelers,5,3,4,6,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
93,Two Wheelers,1,3,17,20,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
94,Two Wheelers,1,3,12,16,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
95,Two Wheelers,2,3,5,9,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
96,Two Wheelers,4,3,8,10,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
97,Two Wheelers,1,3,12,18,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
98,Two Wheelers,5,3,0,5,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
99,Two Wheelers,5,3,8,13,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
100,Two Wheelers,3,4,10,13,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
101,Two Wheelers,2,4,11,15,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
102,Two Wheelers,2,4,16,19,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
103,Two Wheelers,1,4,7,12,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
104,Two Wheelers,5,4,15,21,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
105,Two Wheelers,1,4,10,13,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
106,Two Wheelers,5,4,20,23,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
107,Two Wheelers,2,4,3,5,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
108,Two Wheelers,3,4,8,13,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
109,Two Wheelers,2,4,1,5,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
110,Two Wheelers,3,5,19,21,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
111,Two Wheelers,3,5,9,15,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
112,Two Wheelers,4,5,3,5,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
113,Two Wheelers,1,5,1,3,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
114,Two Wheelers,2,5,1,5,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
115,Two Wheelers,2,5,15,19,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
116,Two Wheelers,1,5,15,19,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
117,Two Wheelers,4,5,16,19,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
118,Two Wheelers,1,5,12,16,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
119,Two Wheelers,2,5,15,18,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
120,Two Wheelers,4,6,15,19,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
121,Two Wheelers,2,6,19,22,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
122,Two Wheelers,5,6,8,11,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
123,Two Wheelers,3,6,0,2,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
124,Two Wheelers,2,6,6,12,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
125,Two Wheelers,1,6,14,17,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
126,Two Wheelers,3,6,10,15,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
127,Two Wheelers,3,6,13,17,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
128,Two Wheelers,5,6,9,16,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
129,Two Wheelers,2,6,13,18,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
130,Two Wheelers,5,7,17,21,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
131,Two Wheelers,2,7,5,10,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
132,Two Wheelers,3,7,2,6,30000.0,20000000,[0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000],600.0
133,Two Wheelers,3,7,15,20,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
134,Two Wheelers,5,7,8,10,30000.0,20000000,[0; 0; 0],[15000; 15000; 15000],600.0
135,Two Wheelers,3,7,15,20,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
136,Two Wheelers,3,7,0,10,30000.0,20000000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000; 15000],600.0
137,Two Wheelers,5,7,12,17,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
138,Two Wheelers,1,7,12,17,30000.0,20000000,[0; 0; 0; 0; 0; 0],[15000; 15000; 15000; 15000; 15000; 15000],600.0
139,Two Wheelers,4,7,4,7,30000.0,20000000,[0; 0; 0; 0],[15000; 15000; 15000; 15000],600.0
