Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps
41,Passenger_SEAV,5,1,2,13,349,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
42,Passenger_SEAV,2,1,2,5,447,1000,[0; 0; 0; 0],[250; 250; 250; 250]
43,Passenger_SEAV,1,1,1,9,675,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
44,Passenger_SEAV,3,1,2,5,500,1000,[0; 0; 0; 0],[250; 250; 250; 250]
45,Passenger_SEAV,5,1,1,4,642,1000,[0; 0; 0; 0],[250; 250; 250; 250]
46,Passenger_SEAV,4,1,2,12,284,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
47,Passenger_SEAV,3,1,2,14,398,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
48,Passenger_SEAV,5,1,0,3,644,1000,[0; 0; 0; 0],[250; 250; 250; 250]
49,Passenger_SEAV,4,1,3,5,464,1000,[0; 0; 0],[250; 250; 250]
50,Passenger_SEAV,3,1,2,12,390,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
51,Passenger_SEAV,4,1,3,13,50,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
52,Passenger_SEAV,1,1,1,10,683,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
53,Passenger_SEAV,1,1,3,11,62,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
54,Passenger_SEAV,2,1,2,15,174,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
55,Passenger_SEAV,3,1,1,15,267,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
56,Passenger_SEAV,3,1,1,3,562,1000,[0; 0; 0],[250; 250; 250]
57,Passenger_SEAV,3,1,2,6,277,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
58,Passenger_SEAV,3,1,3,9,283,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
59,Passenger_SEAV,1,1,0,5,321,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
60,Passenger_SEAV,2,1,2,4,170,1000,[0; 0; 0],[250; 250; 250]
61,Passenger_SEAV,2,1,2,20,113,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
62,Passenger_SEAV,4,1,1,4,285,1000,[0; 0; 0; 0],[250; 250; 250; 250]
63,Passenger_SEAV,4,1,1,2,192,1000,[0; 0],[250; 250]
64,Passenger_SEAV,2,1,3,6,569,1000,[0; 0; 0; 0],[250; 250; 250; 250]
65,Passenger_SEAV,4,1,0,7,226,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
66,Passenger_SEAV,1,1,1,14,186,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
67,Passenger_SEAV,1,1,0,4,343,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
68,Passenger_SEAV,2,1,3,8,219,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
69,Passenger_SEAV,5,1,0,5,245,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
70,Passenger_SEAV,3,1,0,6,322,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
71,Passenger_SEAV,3,1,3,8,361,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
72,Passenger_SEAV,1,1,2,11,309,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
73,Passenger_SEAV,1,1,2,3,72,1000,[0; 0],[250; 250]
74,Passenger_SEAV,1,1,1,6,669,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
75,Passenger_SEAV,1,1,0,18,358,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
76,Passenger_SEAV,3,1,1,5,502,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
77,Passenger_SEAV,4,1,0,7,179,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
78,Passenger_SEAV,1,1,3,9,171,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
79,Passenger_SEAV,5,1,1,3,390,1000,[0; 0; 0],[250; 250; 250]
80,Passenger_SEAV,5,1,0,1,362,1000,[0; 0],[250; 250]
81,Passenger_SEAV,1,1,3,15,143,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
82,Passenger_SEAV,5,1,1,6,72,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
83,Passenger_SEAV,1,1,1,6,604,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
84,Passenger_SEAV,2,1,1,5,221,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
85,Passenger_SEAV,5,1,2,12,488,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
86,Passenger_SEAV,1,1,0,3,694,1000,[0; 0; 0; 0],[250; 250; 250; 250]
87,Passenger_SEAV,2,1,2,8,494,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
88,Passenger_SEAV,1,1,3,12,669,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
89,Passenger_SEAV,1,1,4,5,491,1000,[0; 0],[250; 250]
90,Passenger_SEAV,3,1,3,9,671,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
91,Passenger_SEAV,1,1,0,3,252,1000,[0; 0; 0; 0],[250; 250; 250; 250]
92,Passenger_SEAV,4,1,1,10,309,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
93,Passenger_SEAV,1,1,1,4,573,1000,[0; 0; 0; 0],[250; 250; 250; 250]
94,Passenger_SEAV,5,1,1,7,223,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
95,Passenger_SEAV,3,1,1,3,169,1000,[0; 0; 0],[250; 250; 250]
96,Passenger_SEAV,3,1,0,2,659,1000,[0; 0; 0],[250; 250; 250]
97,Passenger_SEAV,4,1,1,5,162,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
98,Passenger_SEAV,1,1,2,10,601,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
99,Passenger_SEAV,2,1,1,13,473,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
100,Passenger_SEAV,4,1,1,9,676,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
101,Passenger_SEAV,4,1,1,10,579,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
102,Passenger_SEAV,4,1,2,11,108,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
103,Passenger_SEAV,1,1,3,9,671,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
104,Passenger_SEAV,3,1,0,3,103,1000,[0; 0; 0; 0],[250; 250; 250; 250]
105,Passenger_SEAV,5,1,2,3,387,1000,[0; 0],[250; 250]
106,Passenger_SEAV,5,1,1,8,90,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
107,Passenger_SEAV,5,1,1,5,345,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
108,Passenger_SEAV,5,1,1,2,322,1000,[0; 0],[250; 250]
109,Passenger_SEAV,3,1,1,9,348,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
110,Passenger_SEAV,5,1,1,8,11,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
111,Passenger_SEAV,4,1,0,7,164,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
112,Passenger_SEAV,4,1,1,9,662,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
113,Passenger_SEAV,5,1,3,8,201,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
114,Passenger_SEAV,1,1,2,4,642,1000,[0; 0; 0],[250; 250; 250]
115,Passenger_SEAV,4,1,0,1,262,1000,[0; 0],[250; 250]
116,Passenger_SEAV,1,1,3,9,340,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
117,Passenger_SEAV,5,1,3,16,521,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
118,Passenger_SEAV,2,1,1,12,646,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
119,Passenger_SEAV,1,1,2,11,685,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
120,Passenger_SEAV,4,1,2,7,173,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
121,Passenger_SEAV,4,1,0,6,293,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
122,Passenger_SEAV,1,1,1,10,520,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
123,Passenger_SEAV,5,1,1,4,202,1000,[0; 0; 0; 0],[250; 250; 250; 250]
124,Passenger_SEAV,1,1,3,6,243,1000,[0; 0; 0; 0],[250; 250; 250; 250]
125,Passenger_SEAV,5,1,1,5,265,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
126,Passenger_SEAV,2,1,2,10,647,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
127,Passenger_SEAV,4,1,3,11,331,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
128,Passenger_SEAV,5,1,1,16,236,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
129,Passenger_SEAV,3,1,3,13,86,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
130,Passenger_SEAV,4,1,0,7,562,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
131,Passenger_SEAV,1,1,2,9,505,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
132,Passenger_SEAV,4,1,0,11,344,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
133,Passenger_SEAV,4,1,4,10,572,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
134,Passenger_SEAV,4,1,2,7,82,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
135,Passenger_SEAV,5,1,0,6,321,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
136,Passenger_SEAV,4,1,1,3,243,1000,[0; 0; 0],[250; 250; 250]
137,Passenger_SEAV,1,1,0,6,234,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
138,Passenger_SEAV,2,1,3,8,654,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
139,Passenger_SEAV,4,1,0,14,365,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
140,Passenger_SEAV,1,1,1,4,326,1000,[0; 0; 0; 0],[250; 250; 250; 250]
141,Passenger_SEAV,1,1,4,18,163,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
142,Passenger_SEAV,1,1,1,4,46,1000,[0; 0; 0; 0],[250; 250; 250; 250]
143,Passenger_SEAV,4,2,1,5,33,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
144,Passenger_SEAV,2,2,1,5,458,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
145,Passenger_SEAV,2,2,3,5,669,1000,[0; 0; 0],[250; 250; 250]
146,Passenger_SEAV,4,2,0,5,550,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
147,Passenger_SEAV,4,2,0,3,328,1000,[0; 0; 0; 0],[250; 250; 250; 250]
148,Passenger_SEAV,4,2,2,10,71,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
149,Passenger_SEAV,1,2,1,8,190,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
150,Passenger_SEAV,5,2,1,3,257,1000,[0; 0; 0],[250; 250; 250]
151,Passenger_SEAV,1,2,2,7,606,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
152,Passenger_SEAV,4,2,1,4,304,1000,[0; 0; 0; 0],[250; 250; 250; 250]
153,Passenger_SEAV,3,2,0,3,523,1000,[0; 0; 0; 0],[250; 250; 250; 250]
154,Passenger_SEAV,1,2,4,5,13,1000,[0; 0],[250; 250]
155,Passenger_SEAV,5,2,2,4,319,1000,[0; 0; 0],[250; 250; 250]
156,Passenger_SEAV,3,2,0,5,485,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
157,Passenger_SEAV,4,2,2,5,518,1000,[0; 0; 0; 0],[250; 250; 250; 250]
158,Passenger_SEAV,3,2,1,3,514,1000,[0; 0; 0],[250; 250; 250]
159,Passenger_SEAV,3,2,1,14,613,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
160,Passenger_SEAV,1,2,0,5,484,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
161,Passenger_SEAV,5,2,1,5,670,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
162,Passenger_SEAV,2,2,1,8,488,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
163,Passenger_SEAV,3,2,2,4,73,1000,[0; 0; 0],[250; 250; 250]
164,Passenger_SEAV,5,2,1,8,107,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
165,Passenger_SEAV,2,2,1,17,166,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
166,Passenger_SEAV,3,2,1,9,403,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
167,Passenger_SEAV,2,2,2,10,11,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
168,Passenger_SEAV,5,2,1,11,14,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
169,Passenger_SEAV,5,2,2,5,274,1000,[0; 0; 0; 0],[250; 250; 250; 250]
170,Passenger_SEAV,5,2,0,9,404,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
171,Passenger_SEAV,5,2,3,14,28,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
172,Passenger_SEAV,2,2,0,2,263,1000,[0; 0; 0],[250; 250; 250]
173,Passenger_SEAV,5,2,3,8,690,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
174,Passenger_SEAV,5,2,1,11,247,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
175,Passenger_SEAV,3,2,2,8,516,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
176,Passenger_SEAV,2,2,2,4,20,1000,[0; 0; 0],[250; 250; 250]
177,Passenger_SEAV,5,2,3,7,338,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
178,Passenger_SEAV,2,2,2,15,217,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
179,Passenger_SEAV,5,2,2,7,584,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
180,Passenger_SEAV,2,2,2,7,459,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
181,Passenger_SEAV,4,2,1,11,446,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
182,Passenger_SEAV,3,2,2,5,263,1000,[0; 0; 0; 0],[250; 250; 250; 250]
183,Passenger_SEAV,3,2,2,8,134,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
184,Passenger_SEAV,3,2,4,14,219,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
185,Passenger_SEAV,4,2,1,3,90,1000,[0; 0; 0],[250; 250; 250]
186,Passenger_SEAV,1,2,1,11,3,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
187,Passenger_SEAV,5,2,3,7,421,1000,[0; 0; 0; 0; 0],[250; 250; 250; 250; 250]
188,Passenger_SEAV,4,2,2,5,170,1000,[0; 0; 0; 0],[250; 250; 250; 250]
189,Passenger_SEAV,1,2,0,5,581,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
190,Passenger_SEAV,3,2,1,9,441,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
191,Passenger_SEAV,5,2,1,7,175,1000,[0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250]
192,Passenger_SEAV,5,2,0,1,318,1000,[0; 0],[250; 250]
193,Passenger_SEAV,5,2,0,7,636,1000,[0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250]
194,Passenger_SEAV,3,2,0,10,267,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
195,Passenger_SEAV,5,2,1,3,68,1000,[0; 0; 0],[250; 250; 250]
196,Passenger_SEAV,2,2,2,10,538,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250]
197,Passenger_SEAV,1,2,2,7,67,1000,[0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250]
198,Passenger_SEAV,4,2,3,13,120,1000,[0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0],[250; 250; 250; 250; 250; 250; 250; 250; 250; 250; 250]
199,Passenger_SEAV,3,2,2,4,151,1000,[0; 0; 0],[250; 250; 250]
