Bid_ID,Bidder_ID,zone,Day,start_time,end_time,demand_min_total,demand_max_total,demand_min_timesteps,demand_max_timesteps
34,Passenger_SEAV,1,4,2,2,250.0,10000,[250.0],[250.0]
35,Passenger_SEAV,5,4,1,1,250.0,10000,[250.0],[250.0]
36,Passenger_SEAV,5,4,3,3,250.0,10000,[250.0],[250.0]
37,Passenger_SEAV,4,4,2,2,250.0,10000,[250.0],[250.0]
38,Passenger_SEAV,3,4,2,2,250.0,10000,[250.0],[250.0]
39,Passenger_SEAV,1,4,1,1,250.0,10000,[250.0],[250.0]
40,Passenger_SEAV,1,5,2,2,250.0,10000,[250.0],[250.0]
41,Passenger_SEAV,4,5,0,0,250.0,10000,[250.0],[250.0]
42,Passenger_SEAV,1,5,3,3,250.0,10000,[250.0],[250.0]
43,Passenger_SEAV,4,5,0,0,250.0,10000,[250.0],[250.0]
44,Passenger_SEAV,3,5,2,2,250.0,10000,[250.0],[250.0]
45,Passenger_SEAV,1,5,2,2,250.0,10000,[250.0],[250.0]
46,Passenger_SEAV,3,5,1,1,250.0,10000,[250.0],[250.0]
47,Passenger_SEAV,3,5,3,3,250.0,10000,[250.0],[250.0]
48,Passenger_SEAV,4,5,0,0,250.0,10000,[250.0],[250.0]
49,Passenger_SEAV,2,5,0,0,250.0,10000,[250.0],[250.0]
50,Passenger_SEAV,3,6,1,1,250.0,10000,[250.0],[250.0]
51,Passenger_SEAV,4,6,2,2,250.0,10000,[250.0],[250.0]
52,Passenger_SEAV,5,6,2,2,250.0,10000,[250.0],[250.0]
53,Passenger_SEAV,5,6,1,1,250.0,10000,[250.0],[250.0]
54,Passenger_SEAV,3,6,2,2,250.0,10000,[250.0],[250.0]
55,Passenger_SEAV,3,6,1,1,250.0,10000,[250.0],[250.0]
56,Passenger_SEAV,4,6,1,1,250.0,10000,[250.0],[250.0]
57,Passenger_SEAV,4,6,1,1,250.0,10000,[250.0],[250.0]
58,Passenger_SEAV,5,6,2,2,250.0,10000,[250.0],[250.0]
59,Passenger_SEAV,2,6,1,1,250.0,10000,[250.0],[250.0]
60,Passenger_SEAV,5,7,1,1,250.0,10000,[250.0],[250.0]
61,Passenger_SEAV,3,7,0,0,250.0,10000,[250.0],[250.0]
62,Passenger_SEAV,4,7,3,3,250.0,10000,[250.0],[250.0]
63,Passenger_SEAV,5,7,0,0,250.0,10000,[250.0],[250.0]
64,Passenger_SEAV,5,7,1,1,250.0,10000,[250.0],[250.0]
65,Passenger_SEAV,4,7,3,3,250.0,10000,[250.0],[250.0]
66,Passenger_SEAV,2,7,2,2,250.0,10000,[250.0],[250.0]
67,Passenger_SEAV,2,7,2,2,250.0,10000,[250.0],[250.0]
68,Passenger_SEAV,2,7,3,3,250.0,10000,[250.0],[250.0]
69,Passenger_SEAV,5,7,2,2,250.0,10000,[250.0],[250.0]
70,Passenger_Residential,2,1,4,4,1000.0,10000,[1000.0],[1000.0]
71,Passenger_Residential,5,1,1,1,1000.0,10000,[1000.0],[1000.0]
72,Passenger_Residential,1,1,3,3,1000.0,10000,[1000.0],[1000.0]
73,Passenger_Residential,3,1,5,5,1000.0,10000,[1000.0],[1000.0]
74,Passenger_Residential,3,1,7,7,1000.0,10000,[1000.0],[1000.0]
75,Passenger_Residential,1,1,11,11,1000.0,10000,[1000.0],[1000.0]
76,Passenger_Residential,2,1,10,10,1000.0,10000,[1000.0],[1000.0]
77,Passenger_Residential,4,1,6,6,1000.0,10000,[1000.0],[1000.0]
78,Passenger_Residential,3,1,0,0,1000.0,10000,[1000.0],[1000.0]
79,Passenger_Residential,3,1,0,0,1000.0,10000,[1000.0],[1000.0]
80,Passenger_Residential,5,2,9,9,1000.0,10000,[1000.0],[1000.0]
81,Passenger_Residential,1,2,8,8,1000.0,10000,[1000.0],[1000.0]
82,Passenger_Residential,2,2,11,11,1000.0,10000,[1000.0],[1000.0]
83,Passenger_Residential,1,2,13,13,1000.0,10000,[1000.0],[1000.0]
84,Passenger_Residential,4,2,13,13,1000.0,10000,[1000.0],[1000.0]
85,Passenger_Residential,2,2,10,10,1000.0,10000,[1000.0],[1000.0]
86,Passenger_Residential,5,2,15,15,1000.0,10000,[1000.0],[1000.0]
87,Passenger_Residential,4,2,14,14,1000.0,10000,[1000.0],[1000.0]
88,Passenger_Residential,4,2,12,12,1000.0,10000,[1000.0],[1000.0]
89,Passenger_Residential,5,2,14,14,1000.0,10000,[1000.0],[1000.0]
90,Passenger_Residential,2,3,10,10,1000.0,10000,[1000.0],[1000.0]
91,Passenger_Residential,3,3,17,17,1000.0,10000,[1000.0],[1000.0]
92,Passenger_Residential,5,3,17,17,1000.0,10000,[1000.0],[1000.0]
93,Passenger_Residential,3,3,14,14,1000.0,10000,[1000.0],[1000.0]
94,Passenger_Residential,3,3,11,11,1000.0,10000,[1000.0],[1000.0]
95,Passenger_Residential,1,3,14,14,1000.0,10000,[1000.0],[1000.0]
96,Passenger_Residential,5,3,14,14,1000.0,10000,[1000.0],[1000.0]
97,Passenger_Residential,1,3,14,14,1000.0,10000,[1000.0],[1000.0]
98,Passenger_Residential,4,3,15,15,1000.0,10000,[1000.0],[1000.0]
99,Passenger_Residential,4,3,10,10,1000.0,10000,[1000.0],[1000.0]
100,Passenger_Residential,5,4,10,10,1000.0,10000,[1000.0],[1000.0]
101,Passenger_Residential,2,4,17,17,1000.0,10000,[1000.0],[1000.0]
102,Passenger_Residential,2,4,10,10,1000.0,10000,[1000.0],[1000.0]
103,Passenger_Residential,2,4,16,16,1000.0,10000,[1000.0],[1000.0]
104,Passenger_Residential,2,4,14,14,1000.0,10000,[1000.0],[1000.0]
105,Passenger_Residential,3,4,19,19,1000.0,10000,[1000.0],[1000.0]
106,Passenger_Residential,1,4,15,15,1000.0,10000,[1000.0],[1000.0]
107,Passenger_Residential,3,4,19,19,1000.0,10000,[1000.0],[1000.0]
108,Passenger_Residential,4,4,19,19,1000.0,10000,[1000.0],[1000.0]
109,Passenger_Residential,4,4,13,13,1000.0,10000,[1000.0],[1000.0]
110,Passenger_Residential,2,5,13,13,1000.0,10000,[1000.0],[1000.0]
111,Passenger_Residential,1,5,16,16,1000.0,10000,[1000.0],[1000.0]
112,Passenger_Residential,4,5,22,22,1000.0,10000,[1000.0],[1000.0]
113,Passenger_Residential,1,5,16,16,1000.0,10000,[1000.0],[1000.0]
114,Passenger_Residential,4,5,10,10,1000.0,10000,[1000.0],[1000.0]
115,Passenger_Residential,1,5,20,20,1000.0,10000,[1000.0],[1000.0]
116,Passenger_Residential,3,5,16,16,1000.0,10000,[1000.0],[1000.0]
117,Passenger_Residential,1,5,10,10,1000.0,10000,[1000.0],[1000.0]
118,Passenger_Residential,4,5,18,18,1000.0,10000,[1000.0],[1000.0]
119,Passenger_Residential,3,5,16,16,1000.0,10000,[1000.0],[1000.0]
120,Passenger_Residential,2,6,11,11,1000.0,10000,[1000.0],[1000.0]
121,Passenger_Residential,2,6,17,17,1000.0,10000,[1000.0],[1000.0]
122,Passenger_Residential,3,6,5,5,1000.0,10000,[1000.0],[1000.0]
123,Passenger_Residential,3,6,16,16,1000.0,10000,[1000.0],[1000.0]
124,Passenger_Residential,3,6,9,9,1000.0,10000,[1000.0],[1000.0]
125,Passenger_Residential,1,6,11,11,1000.0,10000,[1000.0],[1000.0]
126,Passenger_Residential,4,6,20,20,1000.0,10000,[1000.0],[1000.0]
127,Passenger_Residential,5,6,12,12,1000.0,10000,[1000.0],[1000.0]
128,Passenger_Residential,5,6,12,12,1000.0,10000,[1000.0],[1000.0]
129,Passenger_Residential,4,6,18,18,1000.0,10000,[1000.0],[1000.0]
130,Passenger_Residential,4,7,2,2,1000.0,10000,[1000.0],[1000.0]
131,Passenger_Residential,2,7,11,11,1000.0,10000,[1000.0],[1000.0]
132,Passenger_Residential,1,7,13,13,1000.0,10000,[1000.0],[1000.0]
133,Passenger_Residential,5,7,13,13,1000.0,10000,[1000.0],[1000.0]
134,Passenger_Residential,5,7,0,0,1000.0,10000,[1000.0],[1000.0]
135,Passenger_Residential,2,7,11,11,1000.0,10000,[1000.0],[1000.0]
136,Passenger_Residential,3,7,0,0,1000.0,10000,[1000.0],[1000.0]
137,Passenger_Residential,3,7,13,13,1000.0,10000,[1000.0],[1000.0]
138,Passenger_Residential,5,7,18,18,1000.0,10000,[1000.0],[1000.0]
139,Passenger_Residential,5,7,2,2,1000.0,10000,[1000.0],[1000.0]
140,Commercial,2,1,16,16,200.0,10000,[200.0],[200.0]
141,Commercial,3,1,11,11,200.0,10000,[200.0],[200.0]
142,Commercial,3,1,15,15,200.0,10000,[200.0],[200.0]
143,Commercial,4,1,11,11,200.0,10000,[200.0],[200.0]
144,Commercial,1,1,12,12,200.0,10000,[200.0],[200.0]
145,Commercial,2,1,14,14,200.0,10000,[200.0],[200.0]
146,Commercial,4,1,12,12,200.0,10000,[200.0],[200.0]
147,Commercial,4,1,12,12,200.0,10000,[200.0],[200.0]
148,Commercial,2,1,14,14,200.0,10000,[200.0],[200.0]
149,Commercial,3,1,10,10,200.0,10000,[200.0],[200.0]
150,Commercial,5,2,11,11,200.0,10000,[200.0],[200.0]
151,Commercial,2,2,20,20,200.0,10000,[200.0],[200.0]
152,Commercial,1,2,19,19,200.0,10000,[200.0],[200.0]
153,Commercial,4,2,4,4,200.0,10000,[200.0],[200.0]
154,Commercial,5,2,17,17,200.0,10000,[200.0],[200.0]
155,Commercial,1,2,14,14,200.0,10000,[200.0],[200.0]
156,Commercial,5,2,13,13,200.0,10000,[200.0],[200.0]
157,Commercial,3,2,12,12,200.0,10000,[200.0],[200.0]
158,Commercial,4,2,6,6,200.0,10000,[200.0],[200.0]
159,Commercial,5,2,9,9,200.0,10000,[200.0],[200.0]
160,Commercial,4,3,4,4,200.0,10000,[200.0],[200.0]
161,Commercial,2,3,17,17,200.0,10000,[200.0],[200.0]
162,Commercial,2,3,14,14,200.0,10000,[200.0],[200.0]
163,Commercial,4,3,3,3,200.0,10000,[200.0],[200.0]
164,Commercial,4,3,8,8,200.0,10000,[200.0],[200.0]
165,Commercial,2,3,5,5,200.0,10000,[200.0],[200.0]
166,Commercial,5,3,12,12,200.0,10000,[200.0],[200.0]
167,Commercial,4,3,15,15,200.0,10000,[200.0],[200.0]
168,Commercial,5,3,16,16,200.0,10000,[200.0],[200.0]
169,Commercial,4,3,3,3,200.0,10000,[200.0],[200.0]
170,Commercial,2,4,9,9,200.0,10000,[200.0],[200.0]
171,Commercial,4,4,6,6,200.0,10000,[200.0],[200.0]
172,Commercial,2,4,4,4,200.0,10000,[200.0],[200.0]
173,Commercial,4,4,13,13,200.0,10000,[200.0],[200.0]
174,Commercial,5,4,10,10,200.0,10000,[200.0],[200.0]
175,Commercial,1,4,9,9,200.0,10000,[200.0],[200.0]
176,Commercial,1,4,0,0,200.0,10000,[200.0],[200.0]
177,Commercial,1,4,4,4,200.0,10000,[200.0],[200.0]
178,Commercial,3,4,12,12,200.0,10000,[200.0],[200.0]
179,Commercial,2,4,3,3,200.0,10000,[200.0],[200.0]
180,Commercial,4,5,11,11,200.0,10000,[200.0],[200.0]
181,Commercial,5,5,16,16,200.0,10000,[200.0],[200.0]
182,Commercial,5,5,17,17,200.0,10000,[200.0],[200.0]
183,Commercial,3,5,14,14,200.0,10000,[200.0],[200.0]
184,Commercial,3,5,15,15,200.0,10000,[200.0],[200.0]
185,Commercial,2,5,7,7,200.0,10000,[200.0],[200.0]
186,Commercial,3,5,10,10,200.0,10000,[200.0],[200.0]
187,Commercial,5,5,11,11,200.0,10000,[200.0],[200.0]
188,Commercial,5,5,15,15,200.0,10000,[200.0],[200.0]
189,Commercial,4,5,19,19,200.0,10000,[200.0],[200.0]
190,Commercial,5,6,17,17,200.0,10000,[200.0],[200.0]
191,Commercial,1,6,16,16,200.0,10000,[200.0],[200.0]
192,Commercial,3,6,8,8,200.0,10000,[200.0],[200.0]
193,Commercial,4,6,0,0,200.0,10000,[200.0],[200.0]
194,Commercial,2,6,15,15,200.0,10000,[200.0],[200.0]
195,Commercial,1,6,14,14,200.0,10000,[200.0],[200.0]
196,Commercial,4,6,12,12,200.0,10000,[200.0],[200.0]
197,Commercial,2,6,3,3,200.0,10000,[200.0],[200.0]
198,Commercial,1,6,10,10,200.0,10000,[200.0],[200.0]
199,Commercial,3,6,18,18,200.0,10000,[200.0],[200.0]
200,Commercial,2,7,10,10,200.0,10000,[200.0],[200.0]
201,Commercial,4,7,3,3,200.0,10000,[200.0],[200.0]
202,Commercial,1,7,11,11,200.0,10000,[200.0],[200.0]
203,Commercial,5,7,18,18,200.0,10000,[200.0],[200.0]
204,Commercial,4,7,13,13,200.0,10000,[200.0],[200.0]
205,Commercial,5,7,15,15,200.0,10000,[200.0],[200.0]
206,Commercial,5,7,6,6,200.0,10000,[200.0],[200.0]
207,Commercial,2,7,19,19,200.0,10000,[200.0],[200.0]
208,Commercial,2,7,14,14,200.0,10000,[200.0],[200.0]
209,Commercial,1,7,3,3,200.0,10000,[200.0],[200.0]
210,Buses,3,1,2,2,800.0,10000,[800.0],[800.0]
211,Buses,1,1,2,2,800.0,10000,[800.0],[800.0]
212,Buses,5,1,1,1,800.0,10000,[800.0],[800.0]
213,Buses,5,1,0,0,800.0,10000,[800.0],[800.0]
214,Buses,3,1,2,2,800.0,10000,[800.0],[800.0]
215,Buses,3,1,17,17,800.0,10000,[800.0],[800.0]
216,Buses,5,1,16,16,800.0,10000,[800.0],[800.0]
217,Buses,3,1,17,17,800.0,10000,[800.0],[800.0]
218,Buses,5,1,17,17,800.0,10000,[800.0],[800.0]
219,Buses,4,1,17,17,800.0,10000,[800.0],[800.0]
220,Buses,2,2,3,3,800.0,10000,[800.0],[800.0]
221,Buses,2,2,0,0,800.0,10000,[800.0],[800.0]
222,Buses,1,2,2,2,800.0,10000,[800.0],[800.0]
223,Buses,3,2,0,0,800.0,10000,[800.0],[800.0]
224,Buses,3,2,3,3,800.0,10000,[800.0],[800.0]
225,Buses,3,2,16,16,800.0,10000,[800.0],[800.0]
226,Buses,3,2,15,15,800.0,10000,[800.0],[800.0]
227,Buses,1,2,15,15,800.0,10000,[800.0],[800.0]
228,Buses,4,2,16,16,800.0,10000,[800.0],[800.0]
229,Buses,4,2,18,18,800.0,10000,[800.0],[800.0]
230,Buses,1,3,0,0,800.0,10000,[800.0],[800.0]
231,Buses,2,3,2,2,800.0,10000,[800.0],[800.0]
232,Buses,3,3,2,2,800.0,10000,[800.0],[800.0]
233,Buses,5,3,2,2,800.0,10000,[800.0],[800.0]
234,Buses,2,3,2,2,800.0,10000,[800.0],[800.0]
235,Buses,5,3,17,17,800.0,10000,[800.0],[800.0]
236,Buses,3,3,15,15,800.0,10000,[800.0],[800.0]
237,Buses,4,3,17,17,800.0,10000,[800.0],[800.0]
238,Buses,3,3,16,16,800.0,10000,[800.0],[800.0]
239,Buses,4,3,15,15,800.0,10000,[800.0],[800.0]
240,Buses,1,4,0,0,800.0,10000,[800.0],[800.0]
241,Buses,3,4,2,2,800.0,10000,[800.0],[800.0]
242,Buses,4,4,1,1,800.0,10000,[800.0],[800.0]
243,Buses,2,4,2,2,800.0,10000,[800.0],[800.0]
244,Buses,3,4,1,1,800.0,10000,[800.0],[800.0]
245,Buses,1,4,15,15,800.0,10000,[800.0],[800.0]
246,Buses,2,4,15,15,800.0,10000,[800.0],[800.0]
247,Buses,4,4,16,16,800.0,10000,[800.0],[800.0]
248,Buses,3,4,17,17,800.0,10000,[800.0],[800.0]
249,Buses,5,4,16,16,800.0,10000,[800.0],[800.0]
250,Buses,1,5,1,1,800.0,10000,[800.0],[800.0]
251,Buses,3,5,1,1,800.0,10000,[800.0],[800.0]
252,Buses,1,5,0,0,800.0,10000,[800.0],[800.0]
253,Buses,5,5,0,0,800.0,10000,[800.0],[800.0]
254,Buses,1,5,1,1,800.0,10000,[800.0],[800.0]
255,Buses,2,5,16,16,800.0,10000,[800.0],[800.0]
256,Buses,4,5,18,18,800.0,10000,[800.0],[800.0]
257,Buses,2,5,18,18,800.0,10000,[800.0],[800.0]
258,Buses,2,5,17,17,800.0,10000,[800.0],[800.0]
259,Buses,2,5,15,15,800.0,10000,[800.0],[800.0]
260,Buses,4,6,3,3,800.0,10000,[800.0],[800.0]
261,Buses,2,6,1,1,800.0,10000,[800.0],[800.0]
262,Buses,2,6,2,2,800.0,10000,[800.0],[800.0]
263,Buses,1,6,1,1,800.0,10000,[800.0],[800.0]
264,Buses,5,6,1,1,800.0,10000,[800.0],[800.0]
265,Buses,3,6,15,15,800.0,10000,[800.0],[800.0]
266,Buses,5,6,17,17,800.0,10000,[800.0],[800.0]
267,Buses,4,6,18,18,800.0,10000,[800.0],[800.0]
268,Buses,5,6,16,16,800.0,10000,[800.0],[800.0]
269,Buses,4,6,15,15,800.0,10000,[800.0],[800.0]
270,Buses,3,7,2,2,800.0,10000,[800.0],[800.0]
271,Buses,2,7,1,1,800.0,10000,[800.0],[800.0]
272,Buses,4,7,1,1,800.0,10000,[800.0],[800.0]
273,Buses,5,7,2,2,800.0,10000,[800.0],[800.0]
274,Buses,3,7,2,2,800.0,10000,[800.0],[800.0]
275,Buses,5,7,17,17,800.0,10000,[800.0],[800.0]
276,Buses,4,7,16,16,800.0,10000,[800.0],[800.0]
277,Buses,5,7,16,16,800.0,10000,[800.0],[800.0]
278,Buses,5,7,18,18,800.0,10000,[800.0],[800.0]
279,Buses,3,7,17,17,800.0,10000,[800.0],[800.0]
280,Two Wheelers,4,1,4,4,1500.0,10000,[1500.0],[1500.0]
281,Two Wheelers,3,1,20,20,1500.0,10000,[1500.0],[1500.0]
282,Two Wheelers,4,1,16,16,1500.0,10000,[1500.0],[1500.0]
283,Two Wheelers,5,1,13,13,1500.0,10000,[1500.0],[1500.0]
284,Two Wheelers,3,1,4,4,1500.0,10000,[1500.0],[1500.0]
285,Two Wheelers,4,1,17,17,1500.0,10000,[1500.0],[1500.0]
286,Two Wheelers,1,1,6,6,1500.0,10000,[1500.0],[1500.0]
287,Two Wheelers,2,1,8,8,1500.0,10000,[1500.0],[1500.0]
288,Two Wheelers,1,1,16,16,1500.0,10000,[1500.0],[1500.0]
289,Two Wheelers,4,1,21,21,1500.0,10000,[1500.0],[1500.0]
290,Two Wheelers,4,2,6,6,1500.0,10000,[1500.0],[1500.0]
291,Two Wheelers,3,2,17,17,1500.0,10000,[1500.0],[1500.0]
292,Two Wheelers,4,2,18,18,1500.0,10000,[1500.0],[1500.0]
293,Two Wheelers,2,2,0,0,1500.0,10000,[1500.0],[1500.0]
294,Two Wheelers,1,2,3,3,1500.0,10000,[1500.0],[1500.0]
295,Two Wheelers,1,2,5,5,1500.0,10000,[1500.0],[1500.0]
296,Two Wheelers,5,2,12,12,1500.0,10000,[1500.0],[1500.0]
297,Two Wheelers,3,2,19,19,1500.0,10000,[1500.0],[1500.0]
298,Two Wheelers,2,2,13,13,1500.0,10000,[1500.0],[1500.0]
299,Two Wheelers,3,2,17,17,1500.0,10000,[1500.0],[1500.0]
300,Two Wheelers,3,3,16,16,1500.0,10000,[1500.0],[1500.0]
301,Two Wheelers,2,3,5,5,1500.0,10000,[1500.0],[1500.0]
302,Two Wheelers,2,3,0,0,1500.0,10000,[1500.0],[1500.0]
303,Two Wheelers,4,3,12,12,1500.0,10000,[1500.0],[1500.0]
304,Two Wheelers,5,3,4,4,1500.0,10000,[1500.0],[1500.0]
305,Two Wheelers,2,3,11,11,1500.0,10000,[1500.0],[1500.0]
306,Two Wheelers,2,3,7,7,1500.0,10000,[1500.0],[1500.0]
307,Two Wheelers,5,3,19,19,1500.0,10000,[1500.0],[1500.0]
308,Two Wheelers,1,3,16,16,1500.0,10000,[1500.0],[1500.0]
309,Two Wheelers,4,3,13,13,1500.0,10000,[1500.0],[1500.0]
310,Two Wheelers,1,4,10,10,1500.0,10000,[1500.0],[1500.0]
311,Two Wheelers,4,4,4,4,1500.0,10000,[1500.0],[1500.0]
312,Two Wheelers,1,4,16,16,1500.0,10000,[1500.0],[1500.0]
313,Two Wheelers,2,4,16,16,1500.0,10000,[1500.0],[1500.0]
314,Two Wheelers,5,4,4,4,1500.0,10000,[1500.0],[1500.0]
315,Two Wheelers,2,4,5,5,1500.0,10000,[1500.0],[1500.0]
316,Two Wheelers,3,4,13,13,1500.0,10000,[1500.0],[1500.0]
317,Two Wheelers,5,4,6,6,1500.0,10000,[1500.0],[1500.0]
318,Two Wheelers,2,4,2,2,1500.0,10000,[1500.0],[1500.0]
319,Two Wheelers,3,4,14,14,1500.0,10000,[1500.0],[1500.0]
320,Two Wheelers,1,5,4,4,1500.0,10000,[1500.0],[1500.0]
321,Two Wheelers,5,5,0,0,1500.0,10000,[1500.0],[1500.0]
322,Two Wheelers,5,5,7,7,1500.0,10000,[1500.0],[1500.0]
323,Two Wheelers,1,5,12,12,1500.0,10000,[1500.0],[1500.0]
324,Two Wheelers,5,5,4,4,1500.0,10000,[1500.0],[1500.0]
325,Two Wheelers,2,5,6,6,1500.0,10000,[1500.0],[1500.0]
326,Two Wheelers,5,5,17,17,1500.0,10000,[1500.0],[1500.0]
327,Two Wheelers,2,5,14,14,1500.0,10000,[1500.0],[1500.0]
328,Two Wheelers,2,5,3,3,1500.0,10000,[1500.0],[1500.0]
329,Two Wheelers,2,5,16,16,1500.0,10000,[1500.0],[1500.0]
330,Two Wheelers,4,6,16,16,1500.0,10000,[1500.0],[1500.0]
331,Two Wheelers,5,6,21,21,1500.0,10000,[1500.0],[1500.0]
332,Two Wheelers,3,6,17,17,1500.0,10000,[1500.0],[1500.0]
333,Two Wheelers,4,6,19,19,1500.0,10000,[1500.0],[1500.0]
334,Two Wheelers,3,6,16,16,1500.0,10000,[1500.0],[1500.0]
335,Two Wheelers,5,6,9,9,1500.0,10000,[1500.0],[1500.0]
336,Two Wheelers,5,6,15,15,1500.0,10000,[1500.0],[1500.0]
337,Two Wheelers,4,6,16,16,1500.0,10000,[1500.0],[1500.0]
338,Two Wheelers,2,6,10,10,1500.0,10000,[1500.0],[1500.0]
339,Two Wheelers,1,6,14,14,1500.0,10000,[1500.0],[1500.0]
340,Two Wheelers,3,7,11,11,1500.0,10000,[1500.0],[1500.0]
341,Two Wheelers,1,7,14,14,1500.0,10000,[1500.0],[1500.0]
342,Two Wheelers,1,7,4,4,1500.0,10000,[1500.0],[1500.0]
343,Two Wheelers,1,7,4,4,1500.0,10000,[1500.0],[1500.0]
344,Two Wheelers,5,7,16,16,1500.0,10000,[1500.0],[1500.0]
345,Two Wheelers,5,7,20,20,1500.0,10000,[1500.0],[1500.0]
346,Two Wheelers,1,7,10,10,1500.0,10000,[1500.0],[1500.0]
347,Two Wheelers,3,7,10,10,1500.0,10000,[1500.0],[1500.0]
348,Two Wheelers,1,7,13,13,1500.0,10000,[1500.0],[1500.0]
349,Two Wheelers,3,7,9,9,1500.0,10000,[1500.0],[1500.0]
